Symbol,Name,Last Sale,Market Cap,Volume,Sector,Industry
TRTN,Triton International Limited Common Shares,$48.51,3328131682,479460,Technology,Diversified Commercial Services
TRTX,TPG RE Finance Trust Inc. Common Stock,$10.62,815156802,314803,Consumer Services,Real Estate Investment Trusts
TRU,TransUnion Common Stock,$99.22,18881566000,649910,Finance,Finance: Consumer Services
TRUP,Trupanion Inc. Common Stock,$119.71,4694420946,262093,Health Care,Medical Specialities
TRV,The Travelers Companies Inc. Common Stock,$140.37,35556950782,970233,Finance,Property-Casualty Insurers
TS,Tenaris S.A. American Depositary Shares,$15.95,9414781219,876683,Basic Industries,Steel/Iron Ore
TSBK,Timberland Bancorp Inc. Common Stock,$24.26,201745990,8561,Finance,Banks
TSC,TriState Capital Holdings Inc. Common Stock,$17.40,519038537,102961,Finance,Major Banks
TSCAP,TriState Capital Holdings Inc. Dep Shs Rep 1/40th Int 6.75% Srs A Non-Cum Pfd Stock,$26.46,775959901,630,Finance,Major Banks
TSCO,Tractor Supply Company Common Stock,$140.58,16377203649,713750,Consumer Services,RETAIL: Building Materials
TSE,Trinseo S.A. Ordinary Shares,$51.21,1961870617,300291,Basic Industries,Major Chemicals
TSEM,Tower Semiconductor Ltd. Ordinary Shares,$25.82,2769515684,134075,Technology,Semiconductors
TSHA,Taysha Gene Therapies Inc. Common Stock,$26.54,1002188485,66519,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TSI,TCW Strategic Income Fund Inc. Common Stock,$5.69,271688618,180246,,
TSLA,Tesla Inc. Common Stock,$705.67,6.69E+11,49649928,Capital Goods,Auto Manufacturing
TSLX,Sixth Street Specialty Lending Inc. Common Stock,$20.75,1403283905,203697,,
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,$109.04,5.65E+11,4909503,Technology,Semiconductors
TSN,Tyson Foods Inc. Common Stock,$64.44,23507911377,1906716,Consumer Non-Durables,Meat/Poultry/Fish
TSQ,Townsquare Media Inc. Class A Common Stock,$6.66,126394779,26212,Consumer Services,Broadcasting
TT,Trane Technologies plc,$145.16,34856533532,738789,Capital Goods,Auto Parts:O.E.M.
TTC,Toro Company (The) Common Stock,$94.84,10207462851,277290,Capital Goods,Tools/Hardware
TTCF,Tattooed Chef Inc Class A Common Stock,$22.89,587137908,1958143,Consumer Non-Durables,Packaged Foods
TTD,The Trade Desk Inc. Class A Common Stock,$801.00,37618400295,789960,Technology,Computer Software: Programming Data Processing
TTEC,TTEC Holdings Inc. Common Stock,$72.93,3408397990,70839,Technology,Professional Services
TTEK,Tetra Tech Inc. Common Stock,$115.78,6226345172,254494,Consumer Services,Military/Government/Technical
TTGT,TechTarget Inc. Common Stock,$59.11,1660914571,383072,Miscellaneous,Business Services
TTM,Tata Motors Ltd Tata Motors Limited,$12.60,9065641511,957963,Capital Goods,Auto Manufacturing
TTMI,TTM Technologies Inc. Common Stock,$13.80,1472502248,1467337,Technology,Electrical Products
TTWO,Take-Two Interactive Software Inc. Common Stock,$207.79,23918815574,643956,Technology,Computer Software: Prepackaged Software
TU,Telus Corporation Ordinary Shares,$19.80,25542000000,814603,Public Utilities,Telecommunications Equipment
TUFN,Tufin Software Technologies Ltd. Ordinary Shares,$12.48,446744276,126883,Technology,EDP Services
TUP,Tupperware Brands Corporation Common Stock,$32.39,1592779189,802999,Consumer Non-Durables,Plastic Products
TUSK,Mammoth Energy Services Inc. Common Stock,$4.45,203656622,167425,Energy,Oilfield Services/Equipment
TV,Grupo Televisa S.A. Common Stock,$8.24,4647371264,790492,Consumer Services,Broadcasting
TVTX,Travere Therapeutics Inc. Common Stock,$27.26,1391417354,204356,Health Care,Major Pharmaceuticals
TVTY,Tivity Health Inc. Common Stock,$19.59,952462783,501543,Health Care,Misc Health and Biotechnology Services
TW,Tradeweb Markets Inc. Class A Common Stock,$62.45,14218138944,434780,Finance,Investment Bankers/Brokers/Service
TWCT,TWC Tech Holdings II Corp. Class A Common Stock,$10.53,789750000,368291,Finance,Business Services
TWI,Titan International Inc. (DE) Common Stock,$4.86,298292128,253669,Basic Industries,Steel/Iron Ore
TWIN,Twin Disc Incorporated Common Stock,$7.85,106505660,45518,Technology,Industrial Machinery/Components
TWLO,Twilio Inc. Class A Common Stock,$338.50,54323067975,1541752,Technology,Computer Software: Prepackaged Software
TWN,Taiwan Fund Inc. (The) Common Stock,$25.65,191519573,9057,,
TWND,Tailwind Acquisition Corp. Class A Common Stock,$10.39,434062646,144835,Finance,Business Services
TWNK,Hostess Brands Inc. Class A Common Stock,$14.64,1914622977,1483456,Consumer Non-Durables,Packaged Foods
TWO,Two Harbors Investment Corp,$6.37,1743467522,2964266,Consumer Services,Real Estate Investment Trusts
TWOU,2U Inc. Common Stock,$40.01,2883475009,892806,Technology,Computer Software: Prepackaged Software
TWST,Twist Bioscience Corporation Common Stock,$141.29,6816035036,561832,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TWTR,Twitter Inc. Common Stock,$54.15,43068180353,4832261,Technology,Computer Software: Programming Data Processing
TX,Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares USD1.00 par value),$29.08,5708627247,334579,Basic Industries,Steel/Iron Ore
TXG,10x Genomics Inc. Class A Common Stock,$141.60,15237125287,652831,Capital Goods,Biotechnology: Laboratory Analytical Instruments
TXN,Texas Instruments Incorporated Common Stock,$164.13,1.51E+11,2906171,Technology,Semiconductors
TXRH,Texas Roadhouse Inc. Common Stock,$78.16,5430753920,756049,Consumer Services,Restaurants
TXT,Textron Inc. Common Stock,$48.33,11061525415,470929,Capital Goods,Aerospace
TY,Tri Continental Corporation Common Stock,$29.47,1569597544,61810,,
TYG,Tortoise Energy Infrastructure Corporation Common Stock,$20.10,268018204,139459,,
TYL,Tyler Technologies Inc. Common Stock,$436.52,17603510611,284543,Technology,Computer Software: Prepackaged Software
TZOO,Travelzoo Common Stock,$9.44,106770469,23144,Consumer Services,Advertising
U,Unity Software Inc. Common Stock,$153.47,41556148185,714838,Technology,Computer Software: Prepackaged Software
UA,Under Armour Inc. Class C Common Stock,$14.88,6765461596,1981656,Consumer Non-Durables,Apparel
UAA,Under Armour Inc. Class A Common Stock,$17.17,7806651586,3206200,Consumer Non-Durables,Apparel
UAL,United Airlines Holdings Inc. Common Stock,$43.25,12657646681,12683975,Transportation,Air Freight/Delivery Services
UAN,CVR Partners LP Common Units representing Limited Partner Interests,$16.02,177804330,74230,Basic Industries,Agricultural Chemicals
UAVS,AgEagle Aerial Systems Inc. Common Stock,$6.00,347882262,3128743,Capital Goods,Aerospace
UBA,Urstadt Biddle Properties Inc. Common Stock,$14.13,566145467,177475,Consumer Services,Real Estate Investment Trusts
UBER,Uber Technologies Inc. Common Stock,$51.00,89952172998,13282786,Miscellaneous,Business Services
UBFO,United Security Bancshares Common Stock,$7.05,119689535,27420,Finance,Major Banks
UBP,Urstadt Biddle Properties Inc. Common Stock,$11.99,480366215,11551,Consumer Services,Real Estate Investment Trusts
UBS,UBS Group AG Registered Ordinary Shares,$14.13,50697648494,1658728,Finance,Major Banks
UBSI,United Bankshares Inc. Common Stock,$32.40,4204300075,1002250,Finance,Major Banks
UBX,Unity Biotechnology Inc. Common Stock,$5.24,277265063,620580,Health Care,Major Pharmaceuticals
UCBI,United Community Banks Inc. Common Stock,$28.44,2463479028,267643,Finance,Major Banks
UCL,uCloudlink Group Inc. American Depositary Shares,$10.54,296755703,38976,Consumer Services,Telecommunications Equipment
UCTT,Ultra Clean Holdings Inc. Common Stock,$31.15,1261575000,329848,Technology,Semiconductors
UDR,UDR Inc. Common Stock,$38.43,11316923968,1255543,Consumer Services,Real Estate Investment Trusts
UE,Urban Edge Properties Common Shares of Beneficial Interest,$12.94,1510114964,468230,Finance,Real Estate
UEIC,Universal Electronics Inc. Common Stock,$52.46,721308003,22686,Consumer Non-Durables,Consumer Electronics/Appliances
UEPS,Net 1 UEPS Technologies Inc. Common Stock,$4.92,278662527,323264,Finance,Investment Bankers/Brokers/Service
UFCS,United Fire Group Inc. Common Stock,$25.10,628283973,72147,Finance,Property-Casualty Insurers
UFI,Unifi Inc. New Common Stock,$17.74,327373002,139774,Consumer Non-Durables,Textiles
UFPI,UFP Industries Inc. Common Stock,$55.55,3398917630,435122,Basic Industries,Forest Products
UFPT,UFP Technologies Inc. Common Stock,$46.60,349256934,12877,Health Care,Medical/Dental Instruments
UFS,Domtar Corporation (NEW) Common Stock,$31.65,1746907128,594664,Basic Industries,Paper
UGI,UGI Corporation Common Stock,$34.96,7286667946,1065901,Public Utilities,Natural Gas Distribution
UGP,Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share),$4.53,4928825621,550969,Public Utilities,Oil/Gas Transmission
UHAL,Amerco Common Stock,$453.96,8901151440,20636,Consumer Services,Rental/Leasing Companies
UHS,Universal Health Services Inc. Common Stock,$137.50,11684960788,224967,Health Care,Hospital/Nursing Management
UHT,Universal Health Realty Income Trust Common Stock,$64.27,885031256,33286,Consumer Services,Real Estate Investment Trusts
UI,Ubiquiti Inc. Common Stock,$278.51,17487076689,59635,Technology,Radio And Television Broadcasting And Communications Equipment
UIHC,United Insurance Holdings Corp. Common Stock,$5.72,246419945,146722,Finance,Property-Casualty Insurers
UIS,Unisys Corporation New Common Stock,$19.68,1240584927,447637,Technology,EDP Services
UK,Ucommune International Ltd Ordinary Shares,$6.32,508455648,87206,Miscellaneous,Business Services
UL,Unilever PLC Common Stock,$60.36,1.59E+11,1331432,Basic Industries,Package Goods/Cosmetics
ULBI,Ultralife Corporation Common Stock,$6.47,103054516,102787,Miscellaneous,Industrial Machinery/Components
ULH,Universal Logistics Holdings Inc. Common Stock,$20.59,554130022,17931,Transportation,Trucking Freight/Courier Services
ULTA,Ulta Beauty Inc. Common Stock,$287.16,16178203575,631962,Consumer Services,Other Specialty Stores
UMBF,UMB Financial Corporation Common Stock,$68.99,3313649031,125723,Finance,Major Banks
UMC,United Microelectronics Corporation (NEW) Common Stock,$8.43,20943492000,3417369,Technology,Semiconductors
UMH,UMH Properties Inc. Common Stock,$14.81,617717976,224967,Consumer Services,Real Estate Investment Trusts
UMPQ,Umpqua Holdings Corporation Common Stock,$15.14,3334212299,972709,Finance,Savings Institutions
UNB,Union Bankshares Inc. Common Stock,$25.71,115060323,955,Finance,Major Banks
UNF,Unifirst Corporation Common Stock,$211.69,3995294804,86444,Consumer Services,Other Consumer Services
UNFI,United Natural Foods Inc. Common Stock,$15.97,896482226,1129583,Consumer Non-Durables,Food Distributors
UNH,UnitedHealth Group Incorporated Common Stock (DE),$350.68,3.33E+11,1969227,Health Care,Medical Specialities
UNIT,Uniti Group Inc. Common Stock,$11.73,2730145876,2875223,Consumer Services,Real Estate Investment Trusts
UNM,Unum Group Common Stock,$22.94,4672007289,1807913,Finance,Accident &Health Insurance
UNP,Union Pacific Corporation Common Stock,$208.22,1.40E+11,1739904,Transportation,Railroads
UNTY,Unity Bancorp Inc. Common Stock,$17.55,185425227,12067,Finance,Major Banks
UNVR,Univar Solutions Inc. Common Stock,$19.01,3214597977,948591,Consumer Durables,Specialty Chemicals
UONE,Urban One Inc. Class A Common Stock,$4.21,201019859,213808,Consumer Services,Broadcasting
UPLD,Upland Software Inc. Common Stock,$45.89,1352114616,193661,Technology,Computer Software: Prepackaged Software
UPS,United Parcel Service Inc. Common Stock,$168.40,1.46E+11,2349423,Transportation,Trucking Freight/Courier Services
UPST,Upstart Holdings Inc. Common stock,$40.75,2952780901,969034,Finance,Finance: Consumer Services
UPWK,Upwork Inc. Common Stock,$34.52,4213979050,1485168,Technology,EDP Services
URBN,Urban Outfitters Inc. Common Stock,$25.60,2503331354,1314331,Consumer Services,Clothing/Shoe/Accessory Stores
URGN,UroGen Pharma Ltd. Ordinary Shares,$18.02,398116833,177380,Health Care,Major Pharmaceuticals
URI,United Rentals Inc. Common Stock,$231.91,16729206095,523041,Technology,Diversified Commercial Services
UROV,Urovant Sciences Ltd. Common Stock,$16.13,511660020,217750,Health Care,Major Pharmaceuticals
USA,Liberty All-Star Equity Fund Common Stock,$6.90,1468683830,508825,,
USAC,USA Compression Partners LP Common Units Representing Limited Partner Interests,$13.60,1317887763,286455,Public Utilities,Natural Gas Distribution
USAS,Americas Gold and Silver Corporation Common Shares no par value,$3.23,381061120,1267381,Basic Industries,Precious Metals
USAT,USA Technologies Inc. Common Stock,$10.48,683889493,299609,Miscellaneous,Office Equipment/Supplies/Services
USB,U.S. Bancorp Common Stock,$46.59,70184961049,3778586,Finance,Major Banks
USCR,U.S. Concrete Inc. Common Stock,$39.97,666527929,159457,Capital Goods,Building Materials
USFD,US Foods Holding Corp. Common Stock,$33.31,7356467765,1164718,Consumer Non-Durables,Food Distributors
USLM,United States Lime & Minerals Inc. Common Stock,$114.00,641906754,4340,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
USM,United States Cellular Corporation Common Stock,$30.69,2640429495,105659,Public Utilities,Telecommunications Equipment
USNA,USANA Health Sciences Inc. Common Stock,$77.10,1622025020,34088,Consumer Durables,Specialty Chemicals
USPH,U.S. Physical Therapy Inc. Common Stock,$120.25,1545254588,83114,Health Care,Medical/Nursing Services
USX,U.S. Xpress Enterprises Inc. Class A Common Stock,$6.84,339149731,222681,Transportation,Trucking Freight/Courier Services
UTF,Cohen & Steers Infrastructure Fund Inc Common Stock,$25.82,2414758928,372128,,
UTG,Reaves Utility Income Fund Common Shares of Beneficial Interest,$32.79,1686688319,201160,,
UTHR,United Therapeutics Corporation Common Stock,$151.79,6745628656,351836,Health Care,Major Pharmaceuticals
UTI,Universal Technical Institute Inc Common Stock,$6.46,210901959,139568,Consumer Services,Other Consumer Services
UTL,UNITIL Corporation Common Stock,$44.27,664363786,98377,Public Utilities,Power Generation
UTMD,Utah Medical Products Inc. Common Stock,$84.30,306885973,8228,Health Care,Medical/Dental Instruments
UTZ,Utz Brands Inc Class A Common Stock ,$22.06,2660881061,306828,Consumer Non-Durables,Packaged Foods
UUUU,Energy Fuels Inc Ordinary Shares (Canada),$4.26,558376637,3258848,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
UVE,UNIVERSAL INSURANCE HOLDINGS INC Common Stock,$15.11,473457949,160519,Finance,Property-Casualty Insurers
UVSP,Univest Financial Corporation Common Stock,$20.58,602317165,70950,Finance,Major Banks
UVV,Universal Corporation Common Stock,$48.61,1191667685,68667,Consumer Services,Farming/Seeds/Milling
V,Visa Inc.,$218.73,4.82E+11,5922170,Miscellaneous,Business Services
VAC,Marriott Vacations Worldwide Corporation Common Stock,$137.22,5634632751,202173,Finance,Real Estate
VACQ,Vector Acquisition Corporation Class A Common Stock,$10.11,384180000,131071,Finance,Business Services
VALE,VALE S.A.  American Depositary Shares Each Representing one common share,$16.76,85977307589,8228617,Basic Industries,Precious Metals
VALU,Value Line Inc. Common Stock,$32.97,316160771,16354,Finance,Investment Managers
VAPO,Vapotherm Inc. Common Stock,$26.86,689258811,286980,Health Care,Medical/Dental Instruments
VAR,Varian Medical Systems Inc. Common Stock,$175.01,15954146288,551379,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
VBF,Invesco Bond Fund Common Stock,$21.78,248000845,53580,,
VBTX,Veritex Holdings Inc. Common Stock,$25.66,1274307213,168708,Finance,Major Banks
VC,Visteon Corporation Common Stock,$125.52,3493573935,145007,Capital Goods,Auto Parts:O.E.M.
VCEL,Vericel Corporation Common Stock,$30.88,1402841159,542056,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VCIF,Vertical Capital Income Fund Common Shares of Beneficial Interest,$9.84,102139230,21905,,
VCRA,Vocera Communications Inc. Common Stock,$41.53,1349450528,282495,Capital Goods,Telecommunications Equipment
VCTR,Victory Capital Holdings Inc. Class A Common Stock,$24.81,1674187459,41931,Finance,Investment Managers
VCV,Invesco California Value Municipal Income Trust Common Stock,$13.23,633258369,58232,,
VCYT,Veracyte Inc. Common Stock,$48.94,2833494890,447837,Health Care,Medical Specialities
VEC,Vectrus Inc. Common Stock,$49.72,577973521,48633,Consumer Services,Diversified Commercial Services
VECO,Veeco Instruments Inc. Common Stock,$17.36,861267219,451079,Technology,Industrial Machinery/Components
VEDL,Vedanta Limited  American Depositary Shares (Each representing four equity shares),$8.78,8131613445,352015,Basic Industries,Precious Metals
VEEV,Veeva Systems Inc. Class A Common Stock,$272.25,41236506061,632448,Technology,Computer Software: Prepackaged Software
VEL,Velocity Financial Inc. Common Stock,$6.23,125145088,15008,Finance,Finance: Consumer Services
VER,VEREIT Inc. Common Stock,$37.79,8251115271,2174367,Consumer Services,Real Estate Investment Trusts
VERI,Veritone Inc. Common Stock,$28.45,899641832,433677,Technology,EDP Services
VERU,Veru Inc. Common Stock,$8.65,606152729,2799539,Health Care,Major Pharmaceuticals
VERX,Vertex Inc. Class A Common Stock,$34.85,5091741930,214325,Technology,Computer Software: Prepackaged Software
VERY,Vericity Inc. Common Stock,$10.01,148898750,1542,Finance,Life Insurance
VET,Vermilion Energy Inc. Common (Canada),$4.45,704435000,1003171,Energy,Oil & Gas Production
VFC,V.F. Corporation Common Stock,$85.41,33310259747,1090786,Consumer Non-Durables,Apparel
VFF,Village Farms International Inc. Common Shares,$10.14,669846473,1253824,Consumer Non-Durables,Farming/Seeds/Milling
VG,Vonage Holdings Corp. Common Stock,$12.88,3197284491,1365842,Public Utilities,Telecommunications Equipment
VGAC,VG Acquisition Corp. Class A Ordinary Shares,$11.43,739006650,1327286,Finance,Business Services
VGI,Virtus Global Multi-Sector Income Fund Common Shares of Beneficial Interest,$12.11,136933922,48305,,
VGM,Invesco Trust for Investment Grade Municipals Common Stock (DE),$13.21,716316160,124796,,
VGR,Vector Group Ltd. Common Stock,$11.65,1785867621,574298,Consumer Non-Durables,Farming/Seeds/Milling
VHC,VirnetX Holding Corp Common Stock,$5.04,358135193,712369,Miscellaneous,Multi-Sector Companies
VHI,Valhi Inc. Common Stock,$15.20,429751014,11205,Basic Industries,Major Chemicals
VIAC,ViacomCBS Inc. Class B Common Stock,$37.26,22998587190,7669797,Consumer Services,Broadcasting
VIACA,ViacomCBS Inc. Class A Common Stock,$37.82,23344244968,48288,Consumer Services,Broadcasting
VIAO,VIA optronics AG American Depositary Shares each representing one-fifth of an Ordinary Share,$13.46,304916177,21427,Technology,Semiconductors
VIAV,Viavi Solutions Inc. Common Stock,$14.98,3429181257,1471535,Technology,Semiconductors
VICI,VICI Properties Inc. Common Stock,$25.50,13685077911,2195742,Consumer Services,Real Estate Investment Trusts
VICR,Vicor Corporation Common Stock,$92.22,3990844662,125574,Capital Goods,Industrial Machinery/Components
VIE,Viela Bio Inc. Common Stock,$35.97,1972506350,162114,Health Care,Major Pharmaceuticals
VIH,VPC Impact Acquisition Holdings Class A Ordinary Shares,$10.08,261288740,4307,Finance,Business Services
VINC,Vincera Pharma Inc. Common Stock,$20.91,171560465,69739,Health Care,Major Pharmaceuticals
VIOT,Viomi Technology Co. Ltd American Depositary Shares,$5.15,357839160,115962,Consumer Durables,Consumer Electronics/Appliances
VIPS,Vipshop Holdings Limited American Depositary Shares each representing two ordinary shares,$28.11,19039567942,3602121,Consumer Services,Catalog/Specialty Distribution
VIR,Vir Biotechnology Inc. Common Stock,$26.78,3411467244,738558,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VIRT,Virtu Financial Inc. Class A Common Stock,$25.17,4869832576,439806,Finance,Investment Bankers/Brokers/Service
VITL,Vital Farms Inc. Common Stock,$25.31,998027995,462488,Consumer Non-Durables,Packaged Foods
VIV,Telefonica Brasil S.A. American Depositary Shares (Each representing One Common Share),$8.85,14942879593,720891,Public Utilities,Telecommunications Equipment
VIVO,Meridian Bioscience Inc. Common Stock,$18.69,805970496,258109,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
VKI,Invesco Advantage Municipal Income Trust II Common Shares of Beneficial Interest (DE),$11.35,503844104,71169,,
VKQ,Invesco Municipal Trust Common Stock,$12.82,709205310,102046,,
VKTX,Viking Therapeutics Inc. Common Stock,$5.63,410719602,1765335,Health Care,Major Pharmaceuticals
VLDR,Velodyne Lidar Inc. Common Stock,$22.82,3850037415,6312319,Capital Goods,Industrial Machinery/Components
VLGEA,Village Super Market Inc. Class A Common Stock,$22.06,321101742,82181,Consumer Services,Food Chains
VLO,Valero Energy Corporation Common Stock,$56.57,23068636006,2537652,Energy,Integrated oil Companies
VLRS,Controladora Vuela Compania de Aviacion S.A.B. de C.V. American Depositary Shares each representing ten (10) Ordinary Participation Certificates,$12.42,1234285131,413990,Transportation,Air Freight/Delivery Services
VLY,Valley National Bancorp Common Stock,$9.75,3937794013,1696101,Finance,Major Banks
VMAC,Vistas Media Acquisition Company Inc. Class A Common Stock,$10.09,139544700,37406,Finance,Business Services
VMAR,Vision Marine Technologies Inc. Common Shares,$13.45,101919756,136419,Capital Goods,Marine Transportation
VMC,Vulcan Materials Company (Holding Company) Common Stock,$148.31,19652759950,467351,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
VMD,Viemed Healthcare Inc. Common Shares,$7.76,303766612,475806,Health Care,Misc Health and Biotechnology Services
VMI,Valmont Industries Inc. Common Stock,$174.93,3717754053,64114,Capital Goods,Metal Fabrications
VMM,Delaware Investments Minnesota Municipal Income Fund II Inc. Common Stock,$13.12,150945272,15906,,
VMO,Invesco Municipal Opportunity Trust Common Stock,$12.82,864254236,178232,,
VMW,Vmware Inc. Common stock Class A,$140.26,58878058072,985690,Technology,Computer Software: Prepackaged Software
VNDA,Vanda Pharmaceuticals Inc. Common Stock,$13.14,718648334,240635,Health Care,Major Pharmaceuticals
VNE,Veoneer Inc. Common Stock ,$21.30,2376973159,242711,Capital Goods,Auto Parts:O.E.M.
VNET,21Vianet Group Inc. American Depositary Shares,$34.69,4611095817,1135739,Technology,Computer Software: Programming Data Processing
VNO,Vornado Realty Trust Common Stock,$37.34,7141685031,4474075,Consumer Services,Real Estate Investment Trusts
VNOM,Viper Energy Partners LP Common Unit,$11.62,1842609278,537235,Energy,Oil & Gas Production
VNRX,VolitionRX Limited Common Stock,$3.89,187489002,159609,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
VNT,Vontier Corporation Common Stock ,$33.40,5623849415,944988,Capital Goods,Industrial Machinery/Components
VNTR,Venator Materials PLC Ordinary Shares,$3.31,353314871,224277,Basic Industries,Major Chemicals
VOD,Vodafone Group Plc American Depositary Shares,$16.48,44222461713,4218343,Public Utilities,Telecommunications Equipment
VOXX,VOXX International Corporation Class A Common Stock,$12.76,305192787,131713,Technology,Electronic Components
VOYA,Voya Financial Inc. Common Stock,$58.81,7425809788,796282,Finance,Life Insurance
VPG,Vishay Precision Group Inc. Common Stock,$31.48,427351262,35995,Capital Goods,Electrical Products
VPV,Invesco Pennsylvania Value Municipal Income Trust Common Stock (DE),$12.76,304064981,55698,,
VRA,Vera Bradley Inc. Common Stock,$7.96,265979340,284919,Consumer Non-Durables,Apparel
VRAY,ViewRay Inc. Common Stock,$3.82,567268476,417166,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
VRCA,Verrica Pharmaceuticals Inc. Common Stock,$11.51,297712388,22950,Health Care,Major Pharmaceuticals
VREX,Varex Imaging Corporation Common Stock,$16.68,653856000,275160,Capital Goods,Industrial Machinery/Components
VRM,Vroom Inc. Common Stock,$40.97,5335987741,1514016,Consumer Durables,Automotive Aftermarket
VRNA,Verona Pharma plc American Depositary Share,$7.00,362727386,41306,Health Care,Major Pharmaceuticals
VRNS,Varonis Systems Inc. Common Stock,$163.61,5190839091,352182,Technology,Computer Software: Prepackaged Software
VRNT,Verint Systems Inc. Common Stock,$67.18,4416156035,369429,Technology,EDP Services
VRRM,Verra Mobility Corporation Class A Common Stock,$13.42,2177648168,842556,Consumer Services,Transportation Services
VRS,Verso Corporation Common Stock,$12.02,405352119,119766,Basic Industries,Paper
VRSK,Verisk Analytics Inc. Common Stock,$207.59,33752015959,358181,Technology,EDP Services
VRSN,VeriSign Inc. Common Stock,$216.40,24693375435,311142,Technology,EDP Services
VRT,Vertiv Holdings LLC Class A Common Stock,$18.67,6131465202,1724305,Capital Goods,Industrial Machinery/Components
VRTS,Virtus Investment Partners Inc. Common Stock,$217.00,1652054418,28488,Finance,Investment Managers
VRTU,Virtusa Corporation Common Stock,$51.13,1549725195,75482,Technology,EDP Services
VRTV,Veritiv Corporation Common Stock,$20.79,330427424,76120,Consumer Services,Paper
VRTX,Vertex Pharmaceuticals Incorporated Common Stock,$236.34,61457355868,1161200,Health Care,Major Pharmaceuticals
VSAT,ViaSat Inc. Common Stock,$32.65,2225022536,690540,Technology,Radio And Television Broadcasting And Communications Equipment
VSEC,VSE Corporation Common Stock,$38.49,425352836,15089,Consumer Services,Military/Government/Technical
VSH,Vishay Intertechnology Inc. Common Stock,$20.71,2995870452,832145,Capital Goods,Electrical Products
VSPR,Vesper Healthcare Acquisition Corp. Class A Common Stock,$11.31,650325000,879770,Finance,Business Services
VST,Vistra Corp. Common Stock,$19.66,9616364925,2653819,Public Utilities,Electric Utilities: Central
VSTA,Vasta Platform Limited Class A Ordinary Shares,$14.50,1203667983,99558,Consumer Services,Other Consumer Services
VSTO,Vista Outdoor Inc. Common Stock,$23.76,1383677571,864364,Capital Goods,Ordnance And Accessories
VTA,Invesco Credit Opportunities Fund Common Shares of Beneficial Interest,$10.74,676406714,361065,,
VTN,Invesco Trust for Investment Grade New York Municipals Common Stock,$13.05,254184677,68769,,
VTOL,Bristow Group Inc. Common Stock,$26.32,781988493,35803,Transportation,Transportation Services
VTR,Ventas Inc. Common Stock,$49.04,18368950806,1701374,Consumer Services,Real Estate Investment Trusts
VTRS,Viatris Inc. Common Stock,$18.74,22529305921,14375983,Health Care,Major Pharmaceuticals
VTRU,Vitru Limited Common Shares,$14.75,340106282,23926,Consumer Services,Other Consumer Services
VUZI,Vuzix Corporation Common Stock,$9.08,387885478,1458408,Technology,Radio And Television Broadcasting And Communications Equipment
VVI,Viad Corp Common Stock,$36.17,738896964,113312,Miscellaneous,Business Services
VVNT,Vivint Smart Home Inc. ,$20.75,4118254824,202530,Technology,EDP Services
VVOS,Vivos Therapeutics Inc. Common Stock,$5.91,103425053,216869,Health Care,Medical/Dental Instruments
VVPR,VivoPower International PLC Ordinary Shares,$9.28,157200657,875079,Public Utilities,Power Generation
VVR,Invesco Senior Income Trust Common Stock (DE),$3.98,609062329,553857,,
VVV,Valvoline Inc. Common Stock,$23.14,4280112245,1172460,Basic Industries,Major Chemicals
VXRT,Vaxart Inc Common Stock,$5.71,625067676,5598786,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VYGG,Vy Global Growth Class A Ordinary Shares,$10.42,748937500,37959,Finance,Business Services
VYGR,Voyager Therapeutics Inc. Common Stock,$7.15,267880306,371296,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VZ,Verizon Communications Inc. Common Stock,$58.75,2.43E+11,12906334,Public Utilities,Telecommunications Equipment
W,Wayfair Inc. Class A Common Stock,$225.81,22456361912,1226511,Consumer Services,Catalog/Specialty Distribution
WAB,Westinghouse Air Brake Technologies Corporation Common Stock,$73.20,13931895554,714879,Capital Goods,Railroads
WABC,Westamerica Bancorporation Common Stock,$55.29,1485586347,83474,Finance,Major Banks
WAFD,Washington Federal Inc. Common Stock,$25.74,1951514908,248897,Finance,Major Banks
WAL,Western Alliance Bancorporation Common Stock (DE),$59.95,6044708382,392160,Finance,Major Banks
WASH,Washington Trust Bancorp Inc. Common Stock,$44.80,773461651,55778,Finance,Major Banks
WAT,Waters Corporation Common Stock,$247.42,15351833522,310823,Capital Goods,Biotechnology: Laboratory Analytical Instruments
WB,Weibo Corporation American Depositary Share,$40.99,9282677380,1893980,Technology,Computer Software: Programming Data Processing
